Wavelength,DsRed2 (EX),DsRed2 (EM),Sirius (EX),Sirius (EM),Cerulean (EX),Cerulean (EM),KO (EX),KO (EM),iRFP713 (EX),iRFP713 (EM),iRFP720 (EX),iRFP720 (EM),mOrange (EX),mOrange (EM),mPlum (EX),mPlum (EM),TagRFP (EX),TagRFP (EM),mScarlet (EX),mScarlet (EM),mCherry (EX),mCherry (EM),tdTomato (EX),tdTomato (EM)
542,0.5576,0.0,0.0,0.0283,0.0047,0.3622,0.8637,0.1768,0.0184948,0.0,0.0058604,0.0,0.897,0.202005565,0.529,0.0,0.69,0.027518311,0.500639,0.0,0.501269,0.0,0.762443,0.0236
543,0.56,0.0,0.0,0.0255,0.0042,0.354,0.8972,0.2088,0.0210565,0.0,0.0074226,0.0,0.925,0.236033413,0.54,0.0,0.722,0.032059757,0.50447,0.0,0.511421,0.0,0.7828050000000001,0.0267
544,0.5612,0.0,0.0,0.0234,0.0046,0.34600000000000003,0.9286,0.2424,0.0237443,0.0,0.009150499999999999,0.0,0.95,0.276116607,0.552,0.0,0.746,0.038686409,0.508301,0.0,0.520305,0.0,0.8054300000000001,0.0323
545,0.5621,0.0,0.0,0.0212,0.0046,0.33899999999999997,0.9585,0.2846,0.026569599999999995,0.0,0.0110256,0.0,0.971,0.321514701,0.564,0.0,0.7809999999999999,0.047324737,0.51341,0.0,0.529188,0.0,0.8269230000000001,0.0383
546,0.5621,0.0,0.0,0.019,0.0047,0.3308,0.9756,0.3317,0.0295488,0.0,0.0130034,0.0,0.987,0.367141406,0.57,0.0,0.813,0.056482624,0.5197959999999999,0.0,0.536802,0.0,0.850679,0.0452
547,0.5629,0.0,0.0,0.0168,0.0053,0.3161,0.9909,0.3825,0.032682499999999996,0.0,0.015050799999999998,0.0,0.996,0.41602448,0.5820000000000001,0.0,0.845,0.068872562,0.5312899999999999,0.0,0.543147,0.0,0.8710410000000001,0.0536
548,0.5656,0.0,0.0,0.0146,0.0048,0.3106,0.9998,0.4386,0.0359594,0.0,0.0171026,0.0,1.0,0.472941,0.59,0.0,0.875,0.080238324,0.54023,0.0,0.5469539999999999,0.0,0.8925339999999999,0.0638
549,0.5684,0.0,0.0,0.0127,0.0055,0.3004,1.0,0.5012,0.039352899999999996,0.0,0.0191021,0.0,0.995,0.531226502,0.598,0.0,0.903,0.096652807,0.5542779999999999,0.0,0.553299,0.0,0.9162899999999999,0.0761
550,0.574,0.0,0.0,0.011000000000000001,0.0046,0.2942,0.9913,0.5613,0.0428209,0.0,0.021033,0.0,0.9840000000000001,0.586635055,0.603,0.0,0.932,0.11632290199999999,0.565773,0.011295336787564768,0.557107,0.003566308243727599,0.93552,0.07520091848450057
551,0.5829,0.0,0.0,0.0092,0.0042,0.2808,0.9749,0.6234,0.0463116,0.0,0.0229123,0.0,0.963,0.645402172,0.611,0.0,0.951,0.134682317,0.581098,0.014196891191709846,0.560914,0.003727598566308244,0.952489,0.08277841561423652
552,0.5924,0.0,0.0,0.0,0.0036,0.2724,0.9488,0.6831,0.0497784,0.0,0.0247613,0.0,0.9359999999999999,0.697424512,0.614,0.0,0.973,0.153423495,0.600255,0.01699481865284974,0.56599,0.003835125448028674,0.968326,0.09460390355912744
553,0.6012,0.0,0.0,0.0,0.003,0.2674,0.9102,0.7441,0.0531742,0.0,0.0266508,0.0,0.899,0.750866047,0.622,0.0,0.981,0.18162721699999998,0.618135,0.019792746113989637,0.569797,0.003906810035842294,0.9819,0.11021814006888635
554,0.611,0.0,0.0,0.0,0.0026,0.2583,0.8707,0.8046,0.056466999999999996,0.0,0.028618,0.0,0.856,0.803014345,0.628,0.0,1.0,0.210121112,0.63857,0.0227979274611399,0.572335,0.003978494623655914,0.992081,0.12973593570608496
555,0.6213,0.0,0.0,0.0,0.0029,0.2449,0.8207,0.8563,0.0596456,0.0,0.030659699999999998,0.0,0.8059999999999999,0.846859516,0.634,0.0,0.998,0.23951587,0.659004,0.026321243523316062,0.577411,0.0040860215053763445,0.998869,0.1526980482204363
556,0.6315,0.0,0.0,0.0,0.0025,0.2405,0.7687,0.9016,0.0627235,0.0,0.0327437,0.0,0.755,0.89032361,0.639,0.0,0.995,0.278985881,0.6832689999999999,0.0305699481865285,0.582487,0.0042652329749103945,1.0,0.17795637198622274
557,0.6428,0.0,0.0,0.0,0.0031,0.2308,0.7155,0.9393,0.0657235,0.0,0.034819800000000005,0.0,0.6990000000000001,0.9231387670000001,0.647,0.0,0.986,0.315581675,0.7088120000000001,0.03585492227979275,0.5875630000000001,0.004551971326164875,0.9977379999999999,0.2078071182548795
558,0.6538,0.0,0.0,0.0,0.0032,0.2237,0.6572,0.9696,0.06867999999999999,0.0,0.0368054,0.0,0.639,0.951978131,0.6559999999999999,0.0,0.9670000000000001,0.35584949899999996,0.7343550000000001,0.04217616580310881,0.59264,0.004982078853046596,0.99095,0.23880597014925375
559,0.6678,0.0,0.0,0.0,0.0028,0.2166,0.5969,0.9885,0.071619,0.0,0.0386792,0.0,0.58,0.9750610820000001,0.6609999999999999,0.0,0.945,0.394273515,0.762452,0.04994818652849741,0.598985,0.005555555555555556,0.978507,0.27324913892078073
560,0.6835,0.0,0.0,0.0,0.0035,0.207,0.5371,0.9963,0.0745518,0.0,0.040438199999999994,0.0,0.527,0.98960955,0.667,0.0,0.9159999999999999,0.440231555,0.7905490000000001,0.05937823834196892,0.606599,0.006344086021505376,0.961538,0.30998851894374285
561,0.6993,0.0,0.0,0.0,0.0032,0.2022,0.4821,1.0,0.0774692,0.0,0.0421116,0.0,0.47100000000000003,0.9957493820000001,0.6759999999999999,0.0,0.871,0.480040604,0.819923,0.07067357512953368,0.612944,0.007383512544802869,0.9400449999999999,0.34902411021814006
562,0.7146,0.1595,0.0,0.0,0.0027,0.1898,0.4311,0.9932,0.08036139999999999,0.0,0.0437839,0.0,0.418,1.0,0.685,0.0,0.8320000000000001,0.520777104,0.849298,0.08455958549222799,0.6205579999999999,0.008673835125448028,0.915158,0.39035591274397247
563,0.7354,0.1681,0.0,0.0,0.0026,0.1886,0.3792,0.98,0.0832197,0.0,0.0455351,0.0,0.369,0.995957086,0.6940000000000001,0.0,0.7859999999999999,0.5672244479999999,0.877395,0.10103626943005181,0.6294420000000001,0.010215053763440859,0.8834839999999999,0.43398392652123996
564,0.7595,0.1793,0.0,0.0,0.0032,0.1823,0.33299999999999996,0.9607,0.0860525,0.0,0.0474148,0.0,0.322,0.9869498440000001,0.6990000000000001,0.0,0.742,0.608818079,0.904215,0.12020725388601036,0.639594,0.012401433691756274,0.848416,0.4787600459242251
565,0.7829,0.1936,0.0,0.0,0.0034,0.17600000000000002,0.2883,0.9328,0.0888922,0.0,0.0494961,0.0,0.282,0.976541343,0.7140000000000001,0.0,0.684,0.655672123,0.9310339999999999,0.14196891191709843,0.652284,0.014874551971326165,0.812217,0.5269804822043628
566,0.8079999999999999,0.2102,0.0,0.0,0.0041,0.1676,0.2524,0.9046,0.09178610000000001,0.0,0.0518307,0.0,0.244,0.9578988909999999,0.723,0.0,0.631,0.691414911,0.9527460000000001,0.166839378238342,0.6637059999999999,0.01695340501792115,0.771493,0.5752009184845006
567,0.8317,0.2295,0.0,0.0,0.0033,0.1621,0.2183,0.8667,0.0947827,0.0,0.0544034,0.0,0.213,0.9402639979999999,0.736,0.0,0.58,0.729896962,0.971903,0.19481865284974095,0.6751269999999999,0.019964157706093194,0.728507,0.6222732491389209
568,0.8526,0.2503,0.0,0.0,0.003,0.1564,0.1875,0.8314,0.0979331,0.0,0.0572529,0.0,0.183,0.917855685,0.743,0.0,0.534,0.7611729340000001,0.985951,0.22590673575129536,0.6890860000000001,0.023476702508960577,0.684389,0.6670493685419059
569,0.8741,0.2742,0.0,0.0,0.0025,0.1516,0.1614,0.794,0.1012647,0.0,0.0603857,0.0,0.157,0.8958706059999999,0.76,0.0,0.49,0.794219001,0.996169,0.2601036269430052,0.701777,0.02788530465949821,0.640271,0.711825487944891
570,0.8942,0.2999,0.0,0.0,0.003,0.1482,0.1377,0.7551,0.1047674,0.0,0.0637394,0.0,0.133,0.871568737,0.772,0.0,0.445,0.824282851,1.0,0.29637305699481864,0.718274,0.03204301075268817,0.595023,0.7566016073478761
571,0.9152,0.3279,0.0,0.0,0.0029,0.1433,0.0,0.7157,0.10841469999999999,0.0,0.0672886,0.0,0.113,0.845082265,0.7859999999999999,0.0,0.40299999999999997,0.8521400170000001,0.996169,0.33471502590673574,0.733503,0.03763440860215054,0.552036,0.7979334098737084
572,0.935,0.3569,0.0,0.0,0.0036,0.1401,0.0,0.6792,0.11215439999999999,0.0,0.0710084,0.0,0.096,0.818388146,0.8,0.0,0.358,0.87642582,0.988506,0.37720207253886007,0.7512690000000001,0.043369175627240145,0.507919,0.835820895522388
573,0.9544,0.3905,0.0,0.0,0.0028,0.1355,0.0,0.6402,0.1158996,0.0,0.0747607,0.0,0.081,0.792683762,0.821,0.0,0.322,0.9057054259999999,0.9731799999999999,0.42279792746113987,0.7690359999999999,0.05053763440860215,0.46719499999999997,0.8691159586681976
574,0.9715,0.4266,0.0,0.0,0.003,0.1322,0.0,0.6052,0.1195692,0.0,0.07845039999999999,0.0,0.069,0.766318622,0.8290000000000001,0.0,0.292,0.922220575,0.9501919999999999,0.4683937823834197,0.7880710000000001,0.05842293906810036,0.427602,0.9001148105625719
575,0.9854,0.4657,0.0,0.0,0.0032,0.1264,0.0,0.5704,0.12311,0.0,0.0820525,0.0,0.057999999999999996,0.739726984,0.845,0.0,0.256,0.940279183,0.923372,0.5160621761658031,0.8096450000000001,0.06774193548387097,0.38914000000000004,0.9265212399540759
576,0.9951,0.5048,0.0,0.0,0.0034,0.1242,0.0,0.5393,0.1264804,0.0,0.0854359,0.0,0.049,0.7141405609999999,0.862,0.0,0.231,0.957215426,0.8927200000000001,0.5626943005181347,0.829949,0.07921146953405019,0.35407200000000005,0.9494833524684272
577,0.9982,0.5449,0.0,0.0,0.0039,0.1187,0.0,0.5077,0.129672,0.0,0.08853079999999999,0.0,0.040999999999999995,0.691356999,0.877,0.0,0.204,0.961397113,0.855683,0.6103626943005181,0.848985,0.09175627240143369,0.32352899999999996,0.9667049368541907
578,1.0,0.5847,0.0,0.0,0.0032,0.1177,0.0,0.4792,0.1327182,0.0,0.0914184,0.0,0.035,0.667728512,0.898,0.0,0.179,0.9728938890000001,0.816092,0.6569948186528497,0.870558,0.10465949820788531,0.294118,0.9804822043628015
579,1.0,0.6256,0.0,0.0,0.0035,0.1122,0.0,0.4531,0.135668,0.0,0.0941694,0.0,0.03,0.646970748,0.9159999999999999,0.0,0.159,0.983516939,0.7713920000000001,0.7005181347150259,0.889594,0.12150537634408604,0.265837,0.9908151549942595
580,0.9983,0.6679999999999999,0.0,0.0,0.0028,0.1102,0.0,0.4267,0.1385612,0.0,0.0967901,0.0,0.025,0.625230846,0.9259999999999999,0.0,0.141,0.993273599,0.724138,0.7419689119170984,0.912437,0.13942652329749106,0.239819,0.997703788748565
581,0.9936,0.7117,0.0,0.0,0.0032,0.1065,0.0,0.4031,0.14143789999999998,0.0,0.0994332,0.0,0.021,0.606238794,0.941,0.0,0.124,0.997716121,0.6743300000000001,0.7813471502590674,0.932741,0.16021505376344086,0.217195,1.0
582,0.9815,0.7541,0.0,0.0,0.0036,0.1029,0.0,0.3834,0.14433020000000002,0.0,0.10218039999999999,0.0,0.018000000000000002,0.589989164,0.956,0.0,0.109,0.996605124,0.625798,0.8186528497409327,0.9505079999999999,0.1831541218637993,0.195701,1.0
583,0.9654,0.7943,0.0,0.0,0.0035,0.10099999999999999,0.0,0.3637,0.1472726,0.0,0.1049751,0.0,0.015,0.5716897439999999,0.966,0.0,0.09699999999999999,0.999948292,0.577267,0.8518134715025907,0.967005,0.20752688172043013,0.177602,0.9965556831228474
584,0.9458,0.8315,0.0,0.0,0.0029,0.0979,0.0,0.3466,0.1502923,0.0,0.1077528,0.0,0.013000000000000001,0.556738263,0.9740000000000001,0.052322359000000006,0.086,1.0,0.530013,0.8818652849740932,0.979695,0.23369175627240144,0.16063300000000003,0.9919632606199772
585,0.9203,0.8656,0.0,0.0,0.0036,0.0945,0.0,0.3305,0.15343579999999998,0.0,0.1105453,0.0,0.011000000000000001,0.545102104,0.9890000000000001,0.05873742,0.077,0.995632657,0.485313,0.9108808290155441,0.991117,0.26129032258064516,0.147059,0.9850746268656717
586,0.8922,0.8975,0.0,0.0,0.0032,0.0945,0.0,0.3154,0.1567626,0.0,0.1132762,0.0,0.009000000000000001,0.529291017,0.9940000000000001,0.06656672799999999,0.066,0.99270334,0.44061300000000003,0.9326424870466321,0.9974620000000001,0.292831541218638,0.133484,0.9770378874856487
587,0.8633,0.9262,0.0,0.0,0.0033,0.0916,0.0,0.3004,0.1603355,0.0,0.1159519,0.0,0.008,0.519045321,1.001,0.073891955,0.059000000000000004,0.9881893979999999,0.399745,0.9512953367875647,1.0,0.3265232974910394,0.122172,0.9678530424799082
588,0.8319,0.9515,0.0,0.0,0.0042,0.0881,0.0,0.2873,0.1641945,0.0,0.1186501,0.0,0.006999999999999999,0.508655899,1.0,0.085243681,0.051,0.980287915,0.36015300000000006,0.966839378238342,0.9974620000000001,0.3620071684587814,0.111991,0.9563719862227326
589,0.7991,0.9721,0.0,0.0,0.0037,0.0858,0.0,0.2767,0.16838599999999998,0.0,0.12149349999999999,0.0,0.006,0.498563924,0.9990000000000001,0.095100233,0.046,0.973218625,0.32311599999999996,0.9792746113989638,0.9923860000000001,0.4014336917562724,0.10181000000000001,0.9425947187141217
590,0.7647,0.9869,0.0,0.0,0.0032,0.083,0.0,0.2671,0.1729299,0.0,0.12452360000000001,0.0,0.005,0.492104139,1.0,0.10545450199999999,0.040999999999999995,0.967043964,0.289911,0.9886010362694301,0.9822339999999999,0.43727598566308246,0.09276019999999999,0.9299655568312285
591,0.7331,0.9952,0.0,0.0,0.003,0.0814,0.0,0.2582,0.17782420000000002,0.0,0.1278249,0.0,0.004,0.48317429999999995,0.992,0.116801672,0.036000000000000004,0.966095976,0.25925899999999996,0.9948186528497409,0.965736,0.47670250896057353,0.08484160000000002,0.9161882893226178
592,0.7040000000000001,0.9994,0.0,0.0,0.0031,0.0792,0.0,0.2516,0.1830569,0.0,0.1313956,0.0,0.004,0.47657576,0.987,0.128779413,0.031,0.953922224,0.23116199999999998,0.9979274611398964,0.946701,0.5197132616487455,0.07918549999999999,0.9024110218140069
593,0.6778,1.0,0.0,0.0,0.0031,0.0775,0.0,0.2431,0.1886194,0.0,0.1352536,0.0,0.003,0.471809139,0.975,0.144698314,0.027999999999999997,0.9451203359999999,0.208174,0.9989637305699482,0.9238580000000001,0.5591397849462366,0.0723982,0.8897818599311137
594,0.6572,1.0,0.0,0.0,0.0031,0.0753,0.0,0.2363,0.1944797,0.0,0.1393355,0.0,0.003,0.465978978,0.9620000000000001,0.158330915,0.023,0.932323699,0.183908,1.0,0.895939,0.5985663082437276,0.06561089999999999,0.8748564867967854
595,0.6416,0.9991,0.0,0.0,0.0032,0.0724,0.0,0.2297,0.20061500000000002,0.0,0.14359360000000002,0.0,0.002,0.46053417700000004,0.9490000000000001,0.17259589600000003,0.021,0.926949143,0.162197,0.9958549222797927,0.864213,0.6415770609318996,0.061086,0.8610792192881745
596,0.6298,0.9921,0.0,0.0,0.0026,0.0713,0.0,0.2229,0.20700010000000002,0.0,0.1479821,0.0,0.002,0.455590813,0.93,0.18983112100000002,0.019,0.920016,0.14304,0.9917098445595856,0.829949,0.6810035842293907,0.055429900000000004,0.8473019517795637
597,0.0,0.9822,0.0,0.0,0.0029,0.0686,0.0,0.2173,0.2136025,0.0,0.1525118,0.0,0.002,0.44887031299999997,0.91,0.20538487,0.016,0.902513899,0.12643700000000002,0.9844559585492227,0.793147,0.7204301075268819,0.0497738,0.8335246842709529
598,0.0,0.9682,0.0,0.0,0.0029,0.0663,0.0,0.2136,0.22038579999999997,0.0,0.1571165,0.0,0.002,0.444103863,0.883,0.22356316699999998,0.013999999999999999,0.8911441940000001,0.11238799999999999,0.9751295336787564,0.755076,0.7562724014336919,0.0452489,0.8208955223880597
599,0.0,0.9504,0.0,0.0,0.0024,0.0652,0.0,0.20800000000000002,0.2273264,0.0,0.1617661,0.0,0.001,0.441787702,0.861,0.241309343,0.012,0.880575969,0.0970626,0.9658031088082902,0.713198,0.7885304659498208,0.041855199999999995,0.8071182548794489
600,0.0,0.9296,0.0,0.0,0.0031,0.0623,0.0,0.2018,0.2343851,0.0,0.1664453,0.0,0.001,0.435444279,0.83,0.257903799,0.011000000000000001,0.86892416,0.0855683,0.9544041450777202,0.670051,0.8243727598566308,0.037330300000000004,0.7956371986222732
601,0.0,0.9063,0.0,0.0,0.0023,0.0609,0.0,0.1963,0.2415304,0.0,0.1711281,0.0,0.0,0.42890406299999995,0.8059999999999999,0.278930912,0.0,0.860305085,0.07535120000000001,0.9419689119170985,0.6256349999999999,0.8566308243727598,0.0339367,0.7841561423650976
602,0.0,0.8808,0.0,0.0,0.002,0.0593,0.0,0.1921,0.24873470000000003,0.0,0.1757773,0.0,0.0,0.423503819,0.772,0.297620232,0.0,0.851099523,0.0664112,0.9305699481865285,0.582487,0.8853046594982079,0.0316742,0.7738231917336396
603,0.0,0.8542,0.0,0.0,0.0023,0.0569,0.0,0.1869,0.2559759,0.0,0.1804437,0.0,0.0,0.41480322,0.7440000000000001,0.318115348,0.0,0.830918762,0.0587484,0.9191709844559586,0.5393399999999999,0.910394265232975,0.0282805,0.7623421354764639
604,0.0,0.8266,0.0,0.0,0.0026,0.055,0.0,0.1819,0.2632446,0.0,0.1852433,0.0,0.0,0.40997918899999997,0.7070000000000001,0.33886641,0.0,0.823762375,0.051085599999999995,0.9067357512953368,0.497462,0.931899641577061,0.0248869,0.7531572904707233
605,0.0,0.799,0.0,0.0,0.0021,0.0534,0.0,0.1759,0.2705627,0.0,0.1902904,0.0,0.0,0.404215463,0.6759999999999999,0.357308101,0.0,0.8147412759999999,0.0446999,0.8922279792746114,0.45685299999999995,0.946236559139785,0.022624400000000003,0.7428243398392653
606,0.0,0.7714,0.0,0.0,0.003,0.0521,0.0,0.17,0.27795879999999995,0.0,0.1956816,0.0,0.0,0.39748673700000003,0.645,0.377171561,0.0,0.7973799979999999,0.0395913,0.8787564766839377,0.418782,0.96415770609319,0.020362,0.7336394948335248
607,0.0,0.7438,0.0,0.0,0.003,0.0505,0.0,0.1652,0.28547870000000003,0.0,0.20149070000000002,0.0,0.0,0.391065911,0.614,0.39330236399999996,0.0,0.784890953,0.0357599,0.8642487046632125,0.38198,0.9784946236559141,0.0169683,0.7244546498277842
608,0.0,0.7161,0.0,0.0,0.0031,0.0474,0.0,0.1579,0.2931727,0.0,0.20774570000000003,0.0,0.0,0.38268937799999997,0.5760000000000001,0.41809778799999997,0.0,0.7737390829999999,0.0306513,0.8497409326424871,0.346447,0.9892473118279571,0.0158371,0.7152698048220436
609,0.0,0.6896,0.0,0.0,0.0025,0.047,0.0,0.1529,0.30106479999999997,0.0,0.2143723,0.0,0.0,0.374715,0.542,0.436507442,0.0,0.759625716,0.0280971,0.8373056994818653,0.312183,0.9964157706093191,0.013574700000000002,0.7060849598163031
610,0.0,0.6638,0.0,0.0,0.004,0.0467,0.0,0.1465,0.3091756,0.0,0.2212814,0.0,0.0,0.366171035,0.516,0.45333781100000003,0.0,0.7471608740000001,0.0242656,0.8238341968911918,0.279188,1.0,0.011312200000000001,0.6969001148105627
611,0.0,0.6396,0.0,0.0,0.0027,0.0449,0.0,0.1402,0.3175515,0.0,0.22848629999999998,0.0,0.0,0.360458436,0.48200000000000004,0.47657289799999997,0.0,0.72911336,0.021711400000000002,0.8103626943005182,0.25,0.9964157706093191,0.011312200000000001,0.6877152698048221
612,0.0,0.615,0.0,0.0,0.0032,0.0439,0.0,0.1346,0.3262651,0.0,0.2360226,0.0,0.0,0.350051135,0.45399999999999996,0.497626192,0.0,0.721143115,0.019157099999999996,0.7968911917098446,0.22335000000000002,0.9964157706093191,0.00904977,0.677382319173364
613,0.0,0.5912,0.0,0.0,0.003,0.0432,0.0,0.1281,0.3354256,0.0,0.2439419,0.0,0.0,0.341850602,0.424,0.5157046120000001,0.0,0.7123480109999999,0.0166028,0.7834196891191709,0.19797,0.9892473118279571,0.00791855,0.6681974741676235
614,0.0,0.5675,0.0,0.0,0.0035,0.0411,0.0,0.1227,0.3451953,0.0,0.25236559999999997,0.0,0.0,0.331846598,0.396,0.534248784,0.0,0.6965367020000001,0.0153257,0.7709844559585493,0.17639600000000002,0.9856630824372761,0.00791855,0.659012629161883
615,0.0,0.5467,0.0,0.0,0.0032,0.0382,0.0,0.1173,0.3557065,0.0,0.2614304,0.0,0.0,0.321754565,0.373,0.554949871,0.0,0.685613302,0.014048499999999998,0.7575129533678756,0.15482200000000002,0.974910394265233,0.00565611,0.6498277841561424
616,0.0,0.526,0.0,0.0,0.0032,0.0374,0.0,0.1118,0.3670094,0.0,0.2711361,0.0,0.0,0.31558320100000004,0.34700000000000003,0.57579806,0.0,0.6704845620000001,0.012771399999999999,0.7440414507772021,0.135787,0.96415770609319,0.00452489,0.6394948335246844
617,0.0,0.5057,0.0,0.0,0.0033,0.0377,0.0,0.1066,0.3790308,0.0,0.2814835,0.0,0.0,0.303542088,0.322,0.596238357,0.0,0.657920246,0.011494299999999999,0.7316062176165803,0.120558,0.9534050179211471,0.00452489,0.6303099885189438
618,0.0,0.485,0.0,0.0,0.003,0.0372,0.0,0.1011,0.3915582,0.0,0.2923985,0.0,0.0,0.293964403,0.297,0.618925682,0.0,0.644131706,0.010217100000000002,0.7202072538860104,0.10533,0.9390681003584229,0.00339367,0.6188289322617682
619,0.0,0.4656,0.0,0.0,0.0035,0.0359,0.0,0.0954,0.4042478,0.0,0.3037425,0.0,0.0,0.286116384,0.278,0.635317059,0.0,0.628001987,0.008939969999999998,0.7077720207253886,0.0913706,0.917562724014337,0.00339367,0.6096440872560276
620,0.0,0.4473,0.0,0.0,0.0029,0.0352,0.0,0.0901,0.4167107,0.0,0.31531190000000003,0.0,0.0,0.276656831,0.255,0.6545088689999999,0.0,0.6191912970000001,0.008939969999999998,0.6974093264248704,0.0799492,0.9032258064516129,0.00339367,0.6016073478760046
621,0.0,0.4293,0.0,0.0,0.0033,0.0336,0.0,0.0861,0.42856679999999997,0.0,0.3268908,0.0,0.0,0.267310385,0.23800000000000002,0.673016735,0.0,0.604347686,0.00766284,0.6870466321243524,0.071066,0.888888888888889,0.00113122,0.5924225028702641
